ID,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
256,Address: 164 Seville Street, San FranciscoSales price: 1125000Sales date: 01/26/2016Bedrooms: 0Square feet: 852Lot size: 2421,164 Seville St,3,3,2234,01/26/2016,1125000,37.711727,-122.437085,Crocker Amazon,3,SingleFamily,1924,917185,"823,000",94112,15178148
257,Address: 145 Alpine Terrace, San FranciscoSales price: 5100000Sales date: 01/26/2016Bedrooms: 6Square feet: 4749Lot size: 3153,145-147 Alpine Ter,5.5,6,4749,01/26/2016,5100000,37.768186,-122.437144,Buena Vista Park,10,SingleFamily,2007,4791629,"1,500,900",94117,89240567
260,Address: 3023 Broderick Street, San FranciscoSales price: 1800000Sales date: 01/26/2016Bedrooms: 2Square feet: 1591Lot size: 2579,3023 Broderick St,2.5,3,1591,01/26/2016,1800000,37.798244,-122.44452,Cow Hollow,9,Condominium,1938,2145649,"2,151,200",94123,15080276
263,Address: 4173 Cesar Chavez Street, San FranciscoSales price: 4500000Sales date: 01/26/2016Bedrooms: 0Square feet: 1950Lot size: 2848,4173 Cesar Chavez St,4,4,3480,01/26/2016,4500000,37.747092,-122.432912,Noe Valley,8,SingleFamily,1900,2962385,"1,782,000",94131,15182099
275,Address: 830 Alabama Street #B, San FranciscoSales price: 1370000Sales date: 01/25/2016Bedrooms: 2Square feet: 1465Lot size: 0,830 Alabama St # B,2,3,1853,01/25/2016,1370000,37.75816,-122.411765,Mission,9,Condominium,1900,1642925,"1,185,400",94110,116157280
277,Address: 95 Stoneyford Avenue, San FranciscoSales price: 910000Sales date: 01/25/2016Bedrooms: 3Square feet: 1065Lot size: 2208,95 Stoneyford Ave,2,3,1400,01/25/2016,910000,37.729425,-122.42111,Excelsior,6,SingleFamily,1942,863116,"767,600",94112,15165922
282,Address: 518 Oak Street, San FranciscoSales price: 1475000Sales date: 01/22/2016Bedrooms: 2Square feet: 1105Lot size: 1994,518 Oak St,1,2,1105,01/22/2016,1475000,37.774467,-122.428491,Hayes Valley,6,SingleFamily,1870,1365025,"1,224,800",94102,15078647
284,Address: 1160 Mission Street #1908, San FranciscoSales price: 1475000Sales date: 01/22/2016Bedrooms: 2Square feet: 1201Lot size: 43557,1160 Mission St UNIT 1908,2,2,1201,01/22/2016,1475000,37.778705,-122.412635,South of Market,4,Condominium,2008,1418851,"975,700",94103,82785931
288,Address: 451 Kansas Street #461, San FranciscoSales price: 640000Sales date: 01/22/2016Bedrooms: 0Square feet: 450Lot size: 80311,451 Kansas St UNIT 461,1,0,450,01/22/2016,640000,37.764114,-122.402984,Potrero Hill,2,Condominium,2007,631335,"1,277,600",94107,89237945
290,Address: 2002 Pacific Avenue #4, San FranciscoSales price: 4200000Sales date: 01/22/2016Bedrooms: 3Square feet: 3291Lot size: 5500,2002 Pacific Ave APT 4,3.5,3,3291,01/22/2016,4200000,37.794429,-122.428513,Pacific Heights,7,Condominium,1961,4163277,"1,910,700",94109,15073090
291,Address: 554 Anderson Street, San FranciscoSales price: 920000Sales date: 01/22/2016Bedrooms: 0Square feet: 1015Lot size: 1751,554 Anderson St,1,2,1015,01/22/2016,920000,37.736454,-122.415593,Bernal Heights,5,SingleFamily,1910,738780,"1,248,000",94110,15163807
292,Address: 566 South Van Ness Avenue #9, San FranciscoSales price: 945000Sales date: 01/22/2016Bedrooms: 2Square feet: 941Lot size: 12255,566 S Van Ness Ave APT 9,2,2,941,01/22/2016,945000,37.763992,-122.417823,Mission,5,Condominium,2007,1000174,"1,185,400",94110,82785786
293,Address: 624 Hampshire Street, San FranciscoSales price: 1250000Sales date: 01/22/2016Bedrooms: 3Square feet: 962Lot size: 2495,624 Hampshire St,1,2,962,01/22/2016,1250000,37.761456,-122.408461,Mission,5,SingleFamily,1900,1082093,"1,185,400",94110,15149210
295,Address: 40 Mirabel Avenue, San FranciscoSales price: 1530000Sales date: 01/22/2016Bedrooms: 0Square feet: 1190Lot size: 1799,40 Mirabel Ave,2,2,1393,01/22/2016,1530000,37.746247,-122.416564,Bernal Heights,6,SingleFamily,1924,1481020,"1,248,000",94110,15160002
296,Address: 712 Dorado Terrace #53, San FranciscoSales price: 780000Sales date: 01/22/2016Bedrooms: 2Square feet: 1332Lot size: 87122,712 Dorado Ter # 53,2.5,2,1332,01/22/2016,780000,37.725575,-122.4616,Mount Davidson Manor,4,Condominium,1985,773173,"1,378,600",94112,15142328
297,Address: 264 Grand View Avenue, San FranciscoSales price: 1193000Sales date: 01/22/2016Bedrooms: 0Square feet: 590Lot size: 2495,264 Grand View Ave,1,1,590,01/22/2016,1193000,37.754001,-122.441489,Twin Peaks,5,SingleFamily,1907,1064070,"1,180,100",94114,15130589
298,Address: 4450 24th Street, San FranciscoSales price: 1400000Sales date: 01/22/2016Bedrooms: 3Square feet: 1352Lot size: 2945,4450 24th St,3,4,2500,01/22/2016,1400000,37.751072,-122.441843,Noe Valley,5,SingleFamily,1900,2088377,"1,782,000",94114,15132245
299,Address: 584 Sanchez Street, San FranciscoSales price: 2210000Sales date: 01/22/2016Bedrooms: 0Square feet: 2610Lot size: 2625,584-588 Sanchez St,4,4,2610,01/22/2016,2210000,37.759799,-122.43077,Eureka Valley - Dolores Heights - Castro,13,MultiFamily2To4,1900,3230417,"1,744,100",94114,15144461
300,Address: 300 Castro Street, San FranciscoSales price: 2400000Sales date: 01/22/2016Bedrooms: 2Square feet: 2451Lot size: 4691,300 Castro St,3,4,2451,01/22/2016,2400000,37.763918,-122.435614,Corona Heights,12,Miscellaneous,1900,2089411,"1,475,100",94114,15127442
301,Address: 2319 39th Avenue, San FranciscoSales price: 890000Sales date: 01/22/2016Bedrooms: 4Square feet: 1362Lot size: 2996,2319 39th Ave,2,4,1362,01/22/2016,890000,37.743541,-122.497548,Outer Parkside,6,SingleFamily,1955,1233120,"981,900",94116,15121040
302,Address: 27 Cutler Avenue, San FranciscoSales price: 1325000Sales date: 01/22/2016Bedrooms: 0Square feet: 1011Lot size: 2495,27 Cutler Ave,3,4,1622,01/28/2016,1325000,37.736824,-122.505856,Outer Parkside,9,SingleFamily,1949,751906,"981,900",94116,15124521
303,Address: 1535 Oak Street #2, San FranciscoSales price: 815000Sales date: 01/22/2016Bedrooms: 0Square feet: 765Lot size: 3710,1535 Oak St APT 2,1,1,765,01/22/2016,815000,37.771928,-122.4446,Haight-Ashbury,12,Condominium,1924,940621,"1,369,500",94117,53153292
307,Address: 558 17th Avenue, San FranciscoSales price: 1240000Sales date: 01/22/2016Bedrooms: 0Square feet: 1990Lot size: 2996,558-560 17TH Ave,3,5,1990,01/22/2016,1240000,37.777463,-122.47562,Central Richmond,8,MultiFamily2To4,1916,1810327,"1,485,300",94121,15095169
308,Address: 1722 31st Avenue, San FranciscoSales price: 1700000Sales date: 01/22/2016Bedrooms: 4Square feet: 1824Lot size: 3000,1722 31st Ave,2,4,1824,01/22/2016,1700000,37.755071,-122.489092,Central Sunset,6,SingleFamily,1940,965204,"1,125,700",94122,15110808
310,Address: 17 San Andreas Way, San FranciscoSales price: 3750000Sales date: 01/22/2016Bedrooms: 0Square feet: 3900Lot size: 11360,17 San Andreas Way,4.5,5,4095,01/22/2016,3750000,37.734454,-122.463624,St. Francis Wood,9,SingleFamily,1937,4381290,"3,056,100",94127,15138189
313,Address: 319 Arleta Avenue, San FranciscoSales price: 417000Sales date: 01/22/2016Bedrooms: 5Square feet: 1875Lot size: 2500,319 Arleta Ave,3,5,1875,01/22/2016,417000,37.714392,-122.409432,Visitacion Valley,7,SingleFamily,1989,862924,"707,100",94134,15174050
317,Address: 4390 26th Street, San FranciscoSales price: 2600000Sales date: 01/22/2016Bedrooms: 3Square feet: 2837Lot size: 1724,4390 26th St,3,5,2837,01/22/2016,2600000,37.748021,-122.437943,Noe Valley,9,SingleFamily,1928,2706923,"1,782,000",94131,15181575
325,Address: 250 King Street #1008, San FranciscoSales price: 825000Sales date: 01/21/2016Bedrooms: 1Square feet: 787Lot size: 213232,250 King St UNIT 1008,1,1,787,01/21/2016,825000,37.777374,-122.393157,South of Market,3,Condominium,2004,794744,"975,700",94107,80755158
328,Address: 724 Noe Street, San FranciscoSales price: 1680000Sales date: 01/21/2016Bedrooms: 0Square feet: 1577Lot size: 2827,724 Noe St,2,3,1577,01/21/2016,1680000,37.757402,-122.432758,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1927,1934498,"1,744,100",94114,15145232
329,Address: 855 La Playa Street #162, San FranciscoSales price: 578000Sales date: 01/21/2016Bedrooms: 1Square feet: 805Lot size: 36683,855 La Playa St APT 162,1,1,805,01/21/2016,578000,37.772199,-122.510375,Outer Richmond,4,Condominium,1982,587098,"1,214,000",94121,15100635
330,Address: 855 La Playa Street #360, San FranciscoSales price: 750000Sales date: 01/21/2016Bedrooms: 2Square feet: 1193Lot size: 36683,855 La Playa St APT 360,2,2,1193,01/21/2016,750000,37.772199,-122.510375,Outer Richmond,4,Condominium,1982,851710,"1,214,000",94121,15100665
331,Address: 4220 Irving Street, San FranciscoSales price: 1150000Sales date: 01/21/2016Bedrooms: 2Square feet: 1175Lot size: 2495,4220 Irving St,2,3,1675,01/21/2016,1150000,37.762654,-122.503312,Outer Sunset,7,SingleFamily,1950,966107,"1,031,800",94122,15100990
332,Address: 1423 Oakdale Avenue, San FranciscoSales price: 638000Sales date: 01/21/2016Bedrooms: 0Square feet: 1125Lot size: 2495,1423 Oakdale Ave,2,3,1125,01/21/2016,638000,37.732554,-122.38726,Bayview,4,SingleFamily,1938,601102,"731,900",94124,15156494
334,Address: 15 Bishop Street, San FranciscoSales price: 851000Sales date: 01/21/2016Bedrooms: 4Square feet: 2200Lot size: 2500,15 Bishop St,3,4,2200,01/21/2016,851000,37.718594,-122.403955,Visitacion Valley,8,SingleFamily,1980,873975,"707,100",94134,15172634
346,Address: 9 Edgar Place, San FranciscoSales price: 1175000Sales date: 01/20/2016Bedrooms: 2Square feet: 1437Lot size: 2694,9 Edgar Pl,4,4,1800,01/20/2016,1175000,37.720695,-122.452421,Ingleside,8,SingleFamily,1925,937445,"814,200",94112,15189011
347,Address: 1949 McAllister Street, San FranciscoSales price: 1505000Sales date: 01/20/2016Bedrooms: 2Square feet: 2160Lot size: 3437,1949 Mcallister St,3,2,2160,01/20/2016,1505000,37.776786,-122.444044,North Panhandle,7,Condominium,1900,2315675,"1,231,800",94115,61288340
362,Address: 10 Miller Place #701, San FranciscoSales price: 1290000Sales date: 01/19/2016Bedrooms: 2Square feet: 1000Lot size: 5236,10 Miller Pl APT 701,2,2,1000,01/19/2016,1290000,37.793228,-122.40891,Nob Hill,4,MultiFamily2To4,1963,1795546,"1,459,200",94108,15068117
364,Address: 766 40th Avenue, San FranciscoSales price: 1000000Sales date: 01/19/2016Bedrooms: 0Square feet: 875Lot size: 3000,766 40th Ave,1,2,1034,01/19/2016,1000000,37.774327,-122.500107,Outer Richmond,5,SingleFamily,1924,1101153,"1,214,000",94121,15096980
365,Address: 22 Magnolia Street, San FranciscoSales price: 1375000Sales date: 01/19/2016Bedrooms: 2Square feet: 1180Lot size: 1600,22 Magnolia St,1,2,1231,01/19/2016,1375000,37.80106,-122.43171,Marina,5,Condominium,1927,1441734,"2,186,800",94123,15070810
376,Address: 170 King Street #928, San FranciscoSales price: 1262500Sales date: 01/15/2016Bedrooms: 2Square feet: 1092Lot size: 42969,170 King St UNIT 928,2,2,1092,01/15/2016,1262500,37.77898,-122.391754,South Beach,4,Condominium,2007,1312018,"1,286,900",94107,83153668
378,Address: 29 Cumberland Street, San FranciscoSales price: 1300000Sales date: 01/15/2016Bedrooms: 3Square feet: 1525Lot size: 2877,29 Cumberland St,1,3,1525,01/15/2016,1300000,37.758876,-122.424258,Mission,6,Condominium,1907,1537770,"1,185,400",94110,79842405
380,Address: 101 Lombard Street #610W, San FranciscoSales price: 876500Sales date: 01/15/2016Bedrooms: 0Square feet: 923Lot size: 113438,101 Lombard St APT 610W,1,1,1030,01/15/2016,876500,37.80347,-122.40409,Telegraph Hill,4,Condominium,1984,1028719,"1,238,700",94111,15064974
381,Address: 89 Theresa Street, San FranciscoSales price: 875000Sales date: 01/15/2016Bedrooms: 0Square feet: 1088Lot size: 1799,89 Theresa St,1,2,1088,01/15/2016,875000,37.728438,-122.434292,Mission Terrace,5,SingleFamily,1923,876871,"992,600",94112,15186768
382,Address: 2200 Sacramento Street #901, San FranciscoSales price: 1125000Sales date: 01/15/2016Bedrooms: 2Square feet: 952Lot size: 17550,2200 Sacramento St APT 901,2,1,952,01/15/2016,1125000,37.790681,-122.429498,Pacific Heights,4,Condominium,1964,1170349,"1,910,700",94115,15074435
383,Address: 2299 Sacramento Street #3, San FranciscoSales price: 1150000Sales date: 01/15/2016Bedrooms: 2Square feet: 1406Lot size: 6381,2299 Sacramento St APT 3,1,2,1406,01/15/2016,1150000,37.790011,-122.43048,Pacific Heights,5,Condominium,1913,1262766,"1,910,700",94115,15074750
384,Address: 2133 Pine Street, San FranciscoSales price: 1550000Sales date: 01/15/2016Bedrooms: 9Square feet: 5085Lot size: 2500,2133-2137 Pine St,7,9,5085,01/15/2016,1550000,37.787988,-122.431495,Lower Pacific Heights,15,MultiFamily2To4,1900,5461047,"1,178,700",94115,15075357
386,Address: 2670 47th Avenue, San FranciscoSales price: 1075000Sales date: 01/15/2016Bedrooms: 4Square feet: 1546Lot size: 2996,2670 47th Ave,3,4,1546,01/15/2016,1075000,37.736702,-122.505008,Outer Parkside,7,SingleFamily,1944,1013806,"981,900",94116,15124563
389,Address: 107 19th Avenue, San FranciscoSales price: 1150000Sales date: 01/15/2016Bedrooms: 2Square feet: 1125Lot size: 3250,107 19th Ave,2,2,1125,01/15/2016,1150000,37.785783,-122.478874,Lake,4,Condominium,1921,1292703,"2,244,500",94121,79845383
390,Address: 1501 Greenwich Street #304, San FranciscoSales price: 1150000Sales date: 01/15/2016Bedrooms: 2Square feet: 958Lot size: 12161,1501 Greenwich St UNIT 304,2,2,958,01/15/2016,1150000,37.80009,-122.424682,Cow Hollow,4,Condominium,2008,1216690,"2,151,200",94123,89238205
391,Address: 1738 Lombard Street #T4, San FranciscoSales price: 1400000Sales date: 01/15/2016Bedrooms: 2Square feet: 1038Lot size: 5844,1738 Lombard St # T4,2,2,1078,01/15/2016,1400000,37.80091,-122.430229,Marina,4,Condominium,2004,1349828,"2,186,800",94123,67394894
392,Address: 3725 Webster Street, San FranciscoSales price: 1963000Sales date: 01/15/2016Bedrooms: 2Square feet: 1717Lot size: 2500,3725 Webster St,2,3,1717,01/15/2016,1963000,37.805118,-122.435725,Marina,13,SingleFamily,1938,2546902,"2,186,800",94123,53734092
393,Address: 3027 Webster Street, San FranciscoSales price: 2350000Sales date: 01/15/2016Bedrooms: 0Square feet: 2002Lot size: 1816,3027 Webster St,3.5,3,2002,01/15/2016,2350000,37.798579,-122.43433,Cow Hollow,9,SingleFamily,1906,2670211,"2,151,200",94123,15071331
395,Address: 1546 McKinnon Avenue, San FranciscoSales price: 720000Sales date: 01/15/2016Bedrooms: 2Square feet: 1175Lot size: 2500,1546 Mckinnon Ave,2,4,1175,01/15/2016,720000,37.735509,-122.388068,Bayview,5,SingleFamily,1940,735339,"731,900",94124,15155964
396,Address: 478 Los Palmos Drive, San FranciscoSales price: 1200000Sales date: 01/15/2016Bedrooms: 3Square feet: 1450Lot size: 2644,478 Los Palmos Dr,1,3,1450,01/15/2016,1200000,37.734682,-122.452493,Westwood Highlands,6,SingleFamily,1947,1196619,"1,424,100",94127,15136362
398,Address: 367 Vernon Street, San FranciscoSales price: 1300000Sales date: 01/15/2016Bedrooms: 0Square feet: 1712Lot size: 2495,367 Vernon St,3,4,2100,01/15/2016,1300000,37.719099,-122.468325,Merced Heights,7,SingleFamily,1937,1042186,"874,200",94132,15190110
399,Address: 115 Colby Street, San FranciscoSales price: 950000Sales date: 01/15/2016Bedrooms: 0Square feet: 1753Lot size: 1750,115 Colby St,3,3,1753,01/15/2016,950000,37.728726,-122.413656,Portola,7,SingleFamily,1970,953825,"888,400",94134,15167235
404,Address: 138 Bronte Street, San FranciscoSales price: 1045000Sales date: 01/14/2016Bedrooms: 3Square feet: 1077Lot size: 1751,138 Bronte St,1,2,1077,01/14/2016,1045000,37.737634,-122.410499,Bernal Heights,6,SingleFamily,1950,1118463,"1,248,000",94110,15163088
405,Address: 1819 26th Avenue, San FranciscoSales price: 1000000Sales date: 01/14/2016Bedrooms: 2Square feet: 1175Lot size: 2996,1819 26th Ave,1,2,1175,01/14/2016,1000000,37.75348,-122.484273,Central Sunset,5,SingleFamily,1939,1205558,"1,125,700",94122,15112556
406,Address: 2421 Franklin Street, San FranciscoSales price: 2400000Sales date: 01/14/2016Bedrooms: 4Square feet: 2193Lot size: 3034,2421 Franklin St,4,4,2096,01/14/2016,2400000,37.79675,-122.425354,Pacific Heights,8,Condominium,1922,2765504,"1,910,700",94123,119685617
407,Address: 2865 Vallejo Street, San FranciscoSales price: 7450000Sales date: 01/14/2016Bedrooms: 3Square feet: 2230Lot size: 3436,2865 Vallejo St,2,3,2230,01/14/2016,7450000,37.79376,-122.444385,Pacific Heights,9,SingleFamily,1925,8086133,"1,910,700",94123,15080795
409,Address: 1455 Oakdale Avenue, San FranciscoSales price: 935000Sales date: 01/14/2016Bedrooms: 5Square feet: 1594Lot size: 2495,1455 Oakdale Ave,3,5,1594,01/14/2016,935000,37.732869,-122.387815,Bayview,8,SingleFamily,1964,769558,"731,900",94124,15156497
410,Address: 1920 Jones Street, San FranciscoSales price: 1950000Sales date: 01/14/2016Bedrooms: 3Square feet: 1640Lot size: 2100,1920 Jones St,2,3,1675,01/14/2016,1950000,37.799094,-122.41542,Russian Hill,6,Condominium,1906,2406148,"1,630,000",94133,15065979
418,Address: 231 Clinton Park, San FranciscoSales price: 1380000Sales date: 01/13/2016Bedrooms: 2Square feet: 1290Lot size: 2687,231 Clinton Park,1,2,1440,01/13/2016,1380000,37.768869,-122.425243,Mission,5,Condominium,1922,1370100,"1,185,400",94103,15142752
421,Address: 721 Delano Avenue, San FranciscoSales price: 700000Sales date: 01/13/2016Bedrooms: 1Square feet: 1210Lot size: 2121,721 Delano Ave,1,1,1210,01/13/2016,700000,37.719729,-122.445083,Outer Mission,5,SingleFamily,1930,642354,"814,200",94112,15188762
422,Address: 324 Chicago Way, San FranciscoSales price: 990000Sales date: 01/13/2016Bedrooms: 3Square feet: 1465Lot size: 3231,324 Chicago Way,1,3,1465,01/13/2016,990000,37.709611,-122.433129,Crocker Amazon,7,SingleFamily,1924,911446,"823,000",94112,15178315
423,Address: 2470 Broadway Street, San FranciscoSales price: 6500000Sales date: 01/13/2016Bedrooms: 6Square feet: 3851Lot size: 3781,2470 Broadway St,5,5,3851,01/13/2016,6500000,37.794209,-122.437789,Pacific Heights,13,SingleFamily,1910,7868171,"1,910,700",94115,15072536
424,Address: 528 34th Avenue, San FranciscoSales price: 2240000Sales date: 01/13/2016Bedrooms: 8Square feet: 4158Lot size: 3000,528 34th Ave,6,8,4158,01/13/2016,2240000,37.779053,-122.494007,Outer Richmond,15,Duplex,1987,2357494,"1,214,000",94121,15093589
425,Address: 2425 Lincoln Way, San FranciscoSales price: 1265000Sales date: 01/13/2016Bedrooms: 3Square feet: 1535Lot size: 2500,2425 Lincoln Way,1,2,1500,01/13/2016,1265000,37.764874,-122.484231,Central Sunset,6,SingleFamily,1923,1403499,"1,125,700",94122,15101792
426,Address: 2828 Divisadero Street, San FranciscoSales price: 8400000Sales date: 01/13/2016Bedrooms: 5Square feet: 3820Lot size: 3502,2828 Divisadero St,5.5,5,5590,01/13/2016,8400000,37.795785,-122.441671,Cow Hollow,11,SingleFamily,1912,10255025,"2,151,200",94123,15080661
427,Address: 2130 Quesada Avenue, San FranciscoSales price: 680000Sales date: 01/13/2016Bedrooms: 4Square feet: 995Lot size: 2500,2130 Quesada Ave,2,4,995,01/13/2016,680000,37.738125,-122.399345,Silver Terrace,5,SingleFamily,1944,676584,"736,700",94124,15156715
428,Address: 59 Manor Drive, San FranciscoSales price: 1250000Sales date: 01/13/2016Bedrooms: 3Square feet: 1575Lot size: 3009,59 Manor Dr,1.5,3,1575,01/13/2016,1250000,37.727581,-122.464761,Mount Davidson Manor,7,SingleFamily,1930,1324789,"1,378,600",94127,15142024
